grade,time,drug,year,attitude,estimate,LBYear1,LBYear2
8th Grade,Occasionally,OxyContin,2019,Risk,30.974076245,2019,
8th Grade,Occasionally,OxyContin,2021,Risk,29.64713421,2019,
8th Grade,Occasionally,OxyContin,2022,Risk,29.097368239,2019,
10th Grade,Occasionally,OxyContin,2012,Risk,48.320315142,2019,
10th Grade,Occasionally,OxyContin,2013,Risk,44.680524835,2019,
10th Grade,Occasionally,OxyContin,2014,Risk,44.40970057,2019,
10th Grade,Occasionally,OxyContin,2015,Risk,43.737680855,2019,
10th Grade,Occasionally,OxyContin,2016,Risk,41.448130355,2019,
10th Grade,Occasionally,OxyContin,2017,Risk,41.31683648,2019,
10th Grade,Occasionally,OxyContin,2018,Risk,43.88004631,2019,
10th Grade,Occasionally,OxyContin,2019,Risk,41.50574602,2019,
10th Grade,Occasionally,OxyContin,2021,Risk,41.319128719,2019,
10th Grade,Occasionally,OxyContin,2022,Risk,43.528818488,2019,
12th Grade,Once or Twice,PCP,1987,Risk,55.635124911,2019,
12th Grade,Once or Twice,PCP,1988,Risk,58.784154644,2019,
12th Grade,Once or Twice,PCP,1989,Risk,56.551939716,2019,
12th Grade,Once or Twice,PCP,1990,Risk,55.197041385,2019,
12th Grade,Once or Twice,PCP,1991,Risk,51.749249855,2019,
12th Grade,Once or Twice,PCP,1992,Risk,54.754019831,2019,
12th Grade,Once or Twice,PCP,1993,Risk,50.830886686,2019,
12th Grade,Once or Twice,PCP,1994,Risk,51.45848235,2019,
12th Grade,Once or Twice,PCP,1995,Risk,49.079084567,2019,
12th Grade,Once or Twice,PCP,1996,Risk,50.983957577,2019,
12th Grade,Once or Twice,PCP,1997,Risk,48.785516786,2019,
12th Grade,Once or Twice,PCP,1998,Risk,46.805969786,2019,
12th Grade,Once or Twice,PCP,1999,Risk,44.838752409,2019,
12th Grade,Once or Twice,PCP,2000,Risk,44.956530482,2019,
12th Grade,Once or Twice,PCP,2001,Risk,46.237883637,2019,
12th Grade,Once or Twice,PCP,2002,Risk,48.312738576,2019,
12th Grade,Once or Twice,PCP,2003,Risk,45.210213765,2019,
12th Grade,Once or Twice,PCP,2004,Risk,47.137963867,2019,
12th Grade,Once or Twice,PCP,2005,Risk,46.62838396,2019,
12th Grade,Once or Twice,PCP,2006,Risk,46.996486663,2019,
12th Grade,Once or Twice,PCP,2007,Risk,48.041933806,2019,
12th Grade,Once or Twice,PCP,2008,Risk,47.375270675,2019,
12th Grade,Once or Twice,PCP,2009,Risk,49.693927665,2019,
12th Grade,Once or Twice,PCP,2010,Risk,52.435637322,2019,
12th Grade,Once or Twice,PCP,2011,Risk,53.891012127,2019,
12th Grade,Once or Twice,PCP,2012,Risk,51.572474309,2019,
12th Grade,Once or Twice,PCP,2013,Risk,53.93006855,2019,
12th Grade,Once or Twice,PCP,2014,Risk,53.843506524,2019,
12th Grade,Once or Twice,PCP,2015,Risk,54.365163428,2019,
12th Grade,Once or Twice,PCP,2016,Risk,55.079460254,2019,
12th Grade,Once or Twice,PCP,2017,Risk,53.560178877,2019,
12th Grade,Once or Twice,PCP,2018,Risk,51.700733603,2019,
12th Grade,Once or Twice,PCP,2019,Risk,52.614926915,2019,
12th Grade,Once or Twice,PCP,2021,Risk,42.91263471,2019,
12th Grade,Once or Twice,PCP,2022,Risk,44.33913873,2019,
8th Grade,Once or Twice,Salvia,2012,Risk,9.5347721229,2019,2011
8th Grade,Once or Twice,Salvia,2013,Risk,8.4596666926,2019,2011
10th Grade,Once or Twice,Salvia,2012,Risk,12.226969664,2019,2011
10th Grade,Once or Twice,Salvia,2013,Risk,10.651003899,2019,2011
12th Grade,Once or Twice,Salvia,2011,Risk,36.702778786,2019,2011
12th Grade,Once or Twice,Salvia,2012,Risk,13.843024375,2019,2011
12th Grade,Once or Twice,Salvia,2013,Risk,12.911975099,2019,2011
12th Grade,Once or Twice,Salvia,2014,Risk,14.110860785,2019,2011
12th Grade,Once or Twice,Salvia,2015,Risk,13.1332594,2019,2011
12th Grade,Once or Twice,Salvia,2016,Risk,13.014924898,2019,2011
12th Grade,Once or Twice,Salvia,2017,Risk,10.234050724,2019,2011
12th Grade,Once or Twice,Salvia,2018,Risk,9.7682588238,2019,2011
12th Grade,Once or Twice,Salvia,2019,Risk,10.02377992,2019,2011
12th Grade,Once or Twice,Salvia,2021,Risk,10.3068583,2019,2011
12th Grade,Once or Twice,Salvia,2022,Risk,10.402730621,2019,2011
8th Grade,Occasionally,Salvia,2012,Risk,16.122038397,2019,2011
8th Grade,Occasionally,Salvia,2013,Risk,14.633964373,2019,2011
10th Grade,Occasionally,Salvia,2012,Risk,20.348922874,2019,2011
10th Grade,Occasionally,Salvia,2013,Risk,17.081368706,2019,2011
12th Grade,Occasionally,Salvia,2012,Risk,23.0922086,2019,2011
12th Grade,Occasionally,Salvia,2013,Risk,21.316574228,2019,2011
12th Grade,Occasionally,Salvia,2014,Risk,19.980639413,2019,2011
12th Grade,Occasionally,Salvia,2015,Risk,17.579942854,2019,2011
12th Grade,Occasionally,Salvia,2016,Risk,16.31556969,2019,2011
12th Grade,Occasionally,Salvia,2017,Risk,13.842984887,2019,2011
12th Grade,Occasionally,Salvia,2018,Risk,11.974601033,2019,2011
12th Grade,Occasionally,Salvia,2019,Risk,12.748802816,2019,2011
12th Grade,Occasionally,Salvia,2021,Risk,14.34259987,2019,2011
12th Grade,Occasionally,Salvia,2022,Risk,15.17079833,2019,2011
8th Grade,Regularly,Smokeless Tobacco,1991,Risk,35.075554077,2019,
8th Grade,Regularly,Smokeless Tobacco,1992,Risk,35.144273312,2019,
8th Grade,Regularly,Smokeless Tobacco,1993,Risk,36.901437472,2019,
8th Grade,Regularly,Smokeless Tobacco,1994,Risk,35.490610139,2019,
8th Grade,Regularly,Smokeless Tobacco,1995,Risk,33.505096939,2019,
8th Grade,Regularly,Smokeless Tobacco,1996,Risk,34.025004168,2019,
8th Grade,Regularly,Smokeless Tobacco,1997,Risk,35.158245234,2019,
8th Grade,Regularly,Smokeless Tobacco,1998,Risk,36.500674528,2019,
8th Grade,Regularly,Smokeless Tobacco,1999,Risk,37.111045029,2019,
8th Grade,Regularly,Smokeless Tobacco,2000,Risk,38.957885528,2019,
8th Grade,Regularly,Smokeless Tobacco,2001,Risk,38.240940701,2019,
8th Grade,Regularly,Smokeless Tobacco,2002,Risk,39.362585278,2019,
8th Grade,Regularly,Smokeless Tobacco,2003,Risk,39.734731735,2019,
8th Grade,Regularly,Smokeless Tobacco,2004,Risk,41.292027964,2019,
8th Grade,Regularly,Smokeless Tobacco,2005,Risk,40.772612049,2019,
8th Grade,Regularly,Smokeless Tobacco,2006,Risk,39.530363741,2019,
8th Grade,Regularly,Smokeless Tobacco,2007,Risk,41.760050376,2019,
8th Grade,Regularly,Smokeless Tobacco,2008,Risk,41.009624611,2019,
8th Grade,Regularly,Smokeless Tobacco,2009,Risk,40.775176336,2019,
8th Grade,Regularly,Smokeless Tobacco,2010,Risk,41.777154824,2019,
8th Grade,Regularly,Smokeless Tobacco,2011,Risk,40.754969403,2019,
8th Grade,Regularly,Smokeless Tobacco,2012,Risk,37.848221928,2019,
8th Grade,Regularly,Smokeless Tobacco,2013,Risk,36.223261166,2019,
8th Grade,Regularly,Smokeless Tobacco,2014,Risk,34.499419398,2019,
8th Grade,Regularly,Smokeless Tobacco,2015,Risk,36.562990363,2019,
8th Grade,Regularly,Smokeless Tobacco,2016,Risk,35.10511123,2019,
8th Grade,Regularly,Smokeless Tobacco,2017,Risk,34.80350953,2019,
8th Grade,Regularly,Smokeless Tobacco,2018,Risk,34.283534966,2019,
8th Grade,Regularly,Smokeless Tobacco,2019,Risk,37.065402612,2019,
8th Grade,Regularly,Smokeless Tobacco,2021,Risk,37.587648347,2019,
8th Grade,Regularly,Smokeless Tobacco,2022,Risk,36.531233293,2019,
10th Grade,Regularly,Smokeless Tobacco,1991,Risk,40.284075571,2019,
10th Grade,Regularly,Smokeless Tobacco,1992,Risk,39.648990561,2019,
10th Grade,Regularly,Smokeless Tobacco,1993,Risk,44.230273795,2019,
10th Grade,Regularly,Smokeless Tobacco,1994,Risk,42.165100098,2019,
10th Grade,Regularly,Smokeless Tobacco,1995,Risk,38.186981299,2019,
10th Grade,Regularly,Smokeless Tobacco,1996,Risk,41.04403502,2019,
10th Grade,Regularly,Smokeless Tobacco,1997,Risk,42.200221585,2019,
10th Grade,Regularly,Smokeless Tobacco,1998,Risk,42.806221264,2019,
10th Grade,Regularly,Smokeless Tobacco,1999,Risk,44.234619449,2019,
10th Grade,Regularly,Smokeless Tobacco,2000,Risk,46.696043823,2019,
10th Grade,Regularly,Smokeless Tobacco,2001,Risk,46.218852087,2019,
10th Grade,Regularly,Smokeless Tobacco,2002,Risk,46.926212654,2019,
10th Grade,Regularly,Smokeless Tobacco,2003,Risk,48.029623818,2019,
10th Grade,Regularly,Smokeless Tobacco,2004,Risk,47.833767982,2019,
10th Grade,Regularly,Smokeless Tobacco,2005,Risk,46.08202906,2019,
10th Grade,Regularly,Smokeless Tobacco,2006,Risk,45.897573094,2019,
10th Grade,Regularly,Smokeless Tobacco,2007,Risk,46.734871078,2019,
10th Grade,Regularly,Smokeless Tobacco,2008,Risk,47.96727017,2019,
10th Grade,Regularly,Smokeless Tobacco,2009,Risk,44.710230126,2019,
10th Grade,Regularly,Smokeless Tobacco,2010,Risk,43.721123273,2019,
10th Grade,Regularly,Smokeless Tobacco,2011,Risk,45.66612635,2019,
10th Grade,Regularly,Smokeless Tobacco,2012,Risk,42.854941468,2019,
10th Grade,Regularly,Smokeless Tobacco,2013,Risk,40.000855517,2019,
10th Grade,Regularly,Smokeless Tobacco,2014,Risk,39.94976759,2019,
10th Grade,Regularly,Smokeless Tobacco,2015,Risk,42.512585645,2019,
10th Grade,Regularly,Smokeless Tobacco,2016,Risk,42.952945961,2019,
10th Grade,Regularly,Smokeless Tobacco,2017,Risk,40.672826731,2019,
10th Grade,Regularly,Smokeless Tobacco,2018,Risk,41.008453556,2019,
10th Grade,Regularly,Smokeless Tobacco,2019,Risk,44.462630284,2019,
10th Grade,Regularly,Smokeless Tobacco,2021,Risk,43.845888631,2019,
10th Grade,Regularly,Smokeless Tobacco,2022,Risk,44.094483193,2019,
12th Grade,Regularly,Smokeless Tobacco,1986,Risk,25.809770744,2019,
12th Grade,Regularly,Smokeless Tobacco,1987,Risk,29.959613009,2019,
12th Grade,Regularly,Smokeless Tobacco,1988,Risk,33.194310366,2019,
12th Grade,Regularly,Smokeless Tobacco,1989,Risk,32.948695736,2019,
12th Grade,Regularly,Smokeless Tobacco,1990,Risk,34.188987201,2019,
12th Grade,Regularly,Smokeless Tobacco,1991,Risk,37.35144469,2019,
12th Grade,Regularly,Smokeless Tobacco,1992,Risk,35.497906733,2019,
12th Grade,Regularly,Smokeless Tobacco,1993,Risk,38.9011359,2019,
12th Grade,Regularly,Smokeless Tobacco,1994,Risk,36.598847054,2019,
12th Grade,Regularly,Smokeless Tobacco,1995,Risk,33.18558916,2019,
12th Grade,Regularly,Smokeless Tobacco,1996,Risk,37.387578298,2019,
12th Grade,Regularly,Smokeless Tobacco,1997,Risk,38.57500253,2019,
12th Grade,Regularly,Smokeless Tobacco,1998,Risk,40.868510708,2019,
12th Grade,Regularly,Smokeless Tobacco,1999,Risk,41.079442831,2019,
12th Grade,Regularly,Smokeless Tobacco,2000,Risk,42.157051229,2019,
12th Grade,Regularly,Smokeless Tobacco,2001,Risk,45.446922348,2019,
12th Grade,Regularly,Smokeless Tobacco,2002,Risk,42.555343879,2019,
12th Grade,Regularly,Smokeless Tobacco,2003,Risk,43.311990702,2019,
12th Grade,Regularly,Smokeless Tobacco,2004,Risk,44.980430714,2019,
12th Grade,Regularly,Smokeless Tobacco,2005,Risk,43.59317494,2019,
12th Grade,Regularly,Smokeless Tobacco,2006,Risk,45.870773129,2019,
12th Grade,Regularly,Smokeless Tobacco,2007,Risk,43.965604562,2019,
12th Grade,Regularly,Smokeless Tobacco,2008,Risk,42.883152071,2019,
12th Grade,Regularly,Smokeless Tobacco,2009,Risk,40.820606906,2019,
12th Grade,Regularly,Smokeless Tobacco,2010,Risk,41.246204418,2019,
12th Grade,Regularly,Smokeless Tobacco,2011,Risk,42.600596077,2019,
12th Grade,Regularly,Smokeless Tobacco,2012,Risk,44.273009941,2019,
12th Grade,Regularly,Smokeless Tobacco,2013,Risk,41.561703568,2019,
12th Grade,Regularly,Smokeless Tobacco,2014,Risk,40.651890371,2019,
12th Grade,Regularly,Smokeless Tobacco,2015,Risk,38.548711318,2019,
12th Grade,Regularly,Smokeless Tobacco,2016,Risk,38.146318498,2019,
12th Grade,Regularly,Smokeless Tobacco,2017,Risk,38.36998342,2019,
12th Grade,Regularly,Smokeless Tobacco,2018,Risk,40.212585321,2019,
12th Grade,Regularly,Smokeless Tobacco,2019,Risk,39.883943923,2019,
8th Grade,Regularly,Snus,2012,Risk,42.165541888,2019,
8th Grade,Regularly,Snus,2013,Risk,38.85735365,2019,
8th Grade,Regularly,Snus,2014,Risk,38.317488215,2019,
8th Grade,Regularly,Snus,2015,Risk,37.727259686,2019,
8th Grade,Regularly,Snus,2016,Risk,37.947435337,2019,
8th Grade,Regularly,Snus,2017,Risk,36.414904734,2019,
8th Grade,Regularly,Snus,2018,Risk,34.179507393,2019,
8th Grade,Regularly,Snus,2019,Risk,36.005796074,2019,
8th Grade,Regularly,Snus,2021,Risk,36.375994532,2019,
8th Grade,Regularly,Snus,2022,Risk,33.743034659,2019,
10th Grade,Regularly,Snus,2012,Risk,41.00763284,2019,
10th Grade,Regularly,Snus,2013,Risk,38.905183053,2019,
10th Grade,Regularly,Snus,2014,Risk,38.843287734,2019,
10th Grade,Regularly,Snus,2015,Risk,41.812389595,2019,
10th Grade,Regularly,Snus,2016,Risk,39.936404017,2019,
10th Grade,Regularly,Snus,2017,Risk,38.118872858,2019,
10th Grade,Regularly,Snus,2018,Risk,39.804537054,2019,
10th Grade,Regularly,Snus,2019,Risk,38.968434371,2019,
10th Grade,Regularly,Snus,2021,Risk,38.836407906,2019,
10th Grade,Regularly,Snus,2022,Risk,37.826072879,2019,
8th Grade,Regularly,Steroids,1991,Risk,64.19195074,2019,
8th Grade,Regularly,Steroids,1992,Risk,69.529493198,2019,
8th Grade,Regularly,Steroids,1993,Risk,70.200599429,2019,
8th Grade,Regularly,Steroids,1994,Risk,67.629576531,2019,
10th Grade,Regularly,Steroids,1991,Risk,67.096585661,2019,
10th Grade,Regularly,Steroids,1992,Risk,72.696936903,2019,
10th Grade,Regularly,Steroids,1993,Risk,73.426922948,2019,
10th Grade,Regularly,Steroids,1994,Risk,72.512697014,2019,
12th Grade,Regularly,Steroids,1990,Risk,69.942458234,2019,
12th Grade,Regularly,Steroids,1991,Risk,65.57530058,2019,
12th Grade,Regularly,Steroids,1992,Risk,70.688509226,2019,
12th Grade,Regularly,Steroids,1993,Risk,69.051658059,2019,
12th Grade,Regularly,Steroids,1994,Risk,66.130470398,2019,
12th Grade,Regularly,Steroids,1995,Risk,66.352416933,2019,
12th Grade,Regularly,Steroids,1996,Risk,67.619666333,2019,
12th Grade,Regularly,Steroids,1997,Risk,67.178371903,2019,
12th Grade,Regularly,Steroids,1998,Risk,68.054161405,2019,
12th Grade,Regularly,Steroids,1999,Risk,62.131295067,2019,
12th Grade,Regularly,Steroids,2000,Risk,57.858921781,2019,
12th Grade,Regularly,Steroids,2001,Risk,58.874832847,2019,
12th Grade,Regularly,Steroids,2002,Risk,57.051022691,2019,
12th Grade,Regularly,Steroids,2003,Risk,54.973268346,2019,
12th Grade,Regularly,Steroids,2004,Risk,55.727065412,2019,
12th Grade,Regularly,Steroids,2005,Risk,56.76761103,2019,
12th Grade,Regularly,Steroids,2006,Risk,60.20435748,2019,
12th Grade,Regularly,Steroids,2007,Risk,57.42521968,2019,
12th Grade,Regularly,Steroids,2008,Risk,60.763020588,2019,
12th Grade,Regularly,Steroids,2009,Risk,60.247133228,2019,
12th Grade,Regularly,Steroids,2010,Risk,59.173883178,2019,
12th Grade,Regularly,Steroids,2011,Risk,61.095557043,2019,
12th Grade,Regularly,Steroids,2012,Risk,58.566562655,2019,
12th Grade,Regularly,Steroids,2013,Risk,54.150366496,2019,
12th Grade,Regularly,Steroids,2014,Risk,54.590547217,2019,
12th Grade,Regularly,Steroids,2015,Risk,54.390744334,2019,
12th Grade,Regularly,Steroids,2016,Risk,54.526753198,2019,
12th Grade,Regularly,Steroids,2017,Risk,49.148975436,2019,
12th Grade,Regularly,Steroids,2018,Risk,50.103657747,2019,
12th Grade,Regularly,Steroids,2019,Risk,50.816661652,2019,
12th Grade,Regularly,Steroids,2021,Risk,45.819738,2019,
12th Grade,Regularly,Steroids,2022,Risk,48.562539558,2019,
8th Grade,Once or Twice,Synthetic Marijuana,2012,Risk,24.40403065,2019,
8th Grade,Once or Twice,Synthetic Marijuana,2013,Risk,24.195764394,2019,
8th Grade,Once or Twice,Synthetic Marijuana,2014,Risk,23.923685054,2019,
8th Grade,Once or Twice,Synthetic Marijuana,2015,Risk,25.950221007,2019,
8th Grade,Once or Twice,Synthetic Marijuana,2016,Risk,27.457104155,2019,
8th Grade,Once or Twice,Synthetic Marijuana,2017,Risk,23.035576189,2019,
8th Grade,Once or Twice,Synthetic Marijuana,2018,Risk,22.162798547,2019,
8th Grade,Once or Twice,Synthetic Marijuana,2019,Risk,20.437867874,2019,
8th Grade,Once or Twice,Synthetic Marijuana,2021,Risk,24.201976941,2019,
8th Grade,Once or Twice,Synthetic Marijuana,2022,Risk,23.034282791,2019,
10th Grade,Once or Twice,Synthetic Marijuana,2012,Risk,24.582441862,2019,
10th Grade,Once or Twice,Synthetic Marijuana,2013,Risk,24.060422162,2019,
10th Grade,Once or Twice,Synthetic Marijuana,2014,Risk,25.027636991,2019,
10th Grade,Once or Twice,Synthetic Marijuana,2015,Risk,26.27213025,2019,
10th Grade,Once or Twice,Synthetic Marijuana,2016,Risk,26.780222117,2019,
10th Grade,Once or Twice,Synthetic Marijuana,2017,Risk,25.129125493,2019,
10th Grade,Once or Twice,Synthetic Marijuana,2018,Risk,24.272790512,2019,
10th Grade,Once or Twice,Synthetic Marijuana,2019,Risk,22.353173942,2019,
10th Grade,Once or Twice,Synthetic Marijuana,2021,Risk,24.683881171,2019,
10th Grade,Once or Twice,Synthetic Marijuana,2022,Risk,26.128527384,2019,
12th Grade,Once or Twice,Synthetic Marijuana,2012,Risk,23.505742104,2019,
12th Grade,Once or Twice,Synthetic Marijuana,2013,Risk,25.930534942,2019,
12th Grade,Once or Twice,Synthetic Marijuana,2014,Risk,32.521974516,2019,
12th Grade,Once or Twice,Synthetic Marijuana,2015,Risk,33.020337813,2019,
12th Grade,Once or Twice,Synthetic Marijuana,2016,Risk,35.601573162,2019,
12th Grade,Once or Twice,Synthetic Marijuana,2017,Risk,33.025475956,2019,
12th Grade,Once or Twice,Synthetic Marijuana,2018,Risk,30.395905659,2019,
12th Grade,Once or Twice,Synthetic Marijuana,2019,Risk,28.442486463,2019,
12th Grade,Once or Twice,Synthetic Marijuana,2021,Risk,22.975511866,2019,
12th Grade,Once or Twice,Synthetic Marijuana,2022,Risk,20.270605425,2019,
8th Grade,Occasionally,Synthetic Marijuana,2012,Risk,36.812476408,2019,
8th Grade,Occasionally,Synthetic Marijuana,2013,Risk,36.217945611,2019,
8th Grade,Occasionally,Synthetic Marijuana,2014,Risk,32.396231729,2019,
8th Grade,Occasionally,Synthetic Marijuana,2015,Risk,33.465344273,2019,
8th Grade,Occasionally,Synthetic Marijuana,2016,Risk,35.388178772,2019,
8th Grade,Occasionally,Synthetic Marijuana,2017,Risk,30.422570289,2019,
8th Grade,Occasionally,Synthetic Marijuana,2018,Risk,28.789510994,2019,
8th Grade,Occasionally,Synthetic Marijuana,2019,Risk,28.516659669,2019,
8th Grade,Occasionally,Synthetic Marijuana,2021,Risk,31.422952306,2019,
8th Grade,Occasionally,Synthetic Marijuana,2022,Risk,28.585659264,2019,
10th Grade,Occasionally,Synthetic Marijuana,2012,Risk,34.859660029,2019,
10th Grade,Occasionally,Synthetic Marijuana,2013,Risk,32.759471978,2019,
10th Grade,Occasionally,Synthetic Marijuana,2014,Risk,30.706045626,2019,
10th Grade,Occasionally,Synthetic Marijuana,2015,Risk,31.702217156,2019,
10th Grade,Occasionally,Synthetic Marijuana,2016,Risk,31.776184385,2019,
10th Grade,Occasionally,Synthetic Marijuana,2017,Risk,29.233280132,2019,
10th Grade,Occasionally,Synthetic Marijuana,2018,Risk,28.784185547,2019,
10th Grade,Occasionally,Synthetic Marijuana,2019,Risk,27.220977189,2019,
10th Grade,Occasionally,Synthetic Marijuana,2021,Risk,28.270107538,2019,
10th Grade,Occasionally,Synthetic Marijuana,2022,Risk,28.967206991,2019,
12th Grade,Occasionally,Synthetic Marijuana,2012,Risk,32.705373716,2019,
12th Grade,Occasionally,Synthetic Marijuana,2013,Risk,36.156098276,2019,
12th Grade,Occasionally,Synthetic Marijuana,2014,Risk,39.435917645,2019,
12th Grade,Occasionally,Synthetic Marijuana,2015,Risk,40.915842763,2019,
12th Grade,Occasionally,Synthetic Marijuana,2016,Risk,43.918299322,2019,
12th Grade,Occasionally,Synthetic Marijuana,2017,Risk,39.976303584,2019,
12th Grade,Occasionally,Synthetic Marijuana,2018,Risk,37.086218057,2019,
12th Grade,Occasionally,Synthetic Marijuana,2019,Risk,35.424088497,2019,
12th Grade,Occasionally,Synthetic Marijuana,2021,Risk,28.66574997,2019,
12th Grade,Occasionally,Synthetic Marijuana,2022,Risk,25.284154684,2019,
8th Grade,Occasionally,Vape Marijuana,2021,Risk,33.759046392,2019,
8th Grade,Occasionally,Vape Marijuana,2022,Risk,36.173184923,2019,
10th Grade,Occasionally,Vape Marijuana,2021,Risk,28.703710798,2019,
10th Grade,Occasionally,Vape Marijuana,2022,Risk,30.024702993,2019,
12th Grade,Occasionally,Vape Marijuana,2021,Risk,16.024287088,2019,
