drug,time,grade,year,estimate,LBYear1,LBYear2
Smokeless Tobacco,Lifetime,8th Grade,2014,8,,
Smokeless Tobacco,Lifetime,8th Grade,2015,8.6,,
Smokeless Tobacco,Lifetime,8th Grade,2016,6.9,,
Smokeless Tobacco,Lifetime,8th Grade,2017,6.2,,
Smokeless Tobacco,Lifetime,8th Grade,2018,6.4,,
Smokeless Tobacco,Lifetime,8th Grade,2019,7.1,,
Smokeless Tobacco,Lifetime,8th Grade,2020,7.8,,
Smokeless Tobacco,Lifetime,8th Grade,2021,4.6,,
Smokeless Tobacco,Lifetime,8th Grade,2022,3.9,,
Smokeless Tobacco,Lifetime,8th Grade,2023,4.5,,
Smokeless Tobacco,Lifetime,8th Grade,2024,3.7,,
Snus,12 Month,10th Grade,2012,6.9,,
Snus,12 Month,10th Grade,2013,5.2,,
Snus,12 Month,10th Grade,2014,4.5,,
Snus,12 Month,10th Grade,2015,4,,
Snus,12 Month,10th Grade,2016,3,,
Snus,12 Month,10th Grade,2017,2.6,,
Snus,12 Month,10th Grade,2018,3.1,,
Snus,12 Month,10th Grade,2019,2.3,,
Snus,12 Month,10th Grade,2020,2.2,,
Snus,12 Month,10th Grade,2021,1,,
Snus,12 Month,10th Grade,2022,1.5,,
Snus,12 Month,10th Grade,2023,1.3,,
Snus,12 Month,10th Grade,2024,2.1,,
Snus,12 Month,12th Grade,2011,7.9,,
Snus,12 Month,12th Grade,2012,7.9,,
Snus,12 Month,12th Grade,2013,7.7,,
Snus,12 Month,12th Grade,2014,5.8,,
Snus,12 Month,12th Grade,2015,5.8,,
Snus,12 Month,12th Grade,2016,5.8,,
Snus,12 Month,12th Grade,2017,4.2,,
Snus,12 Month,12th Grade,2018,4.7,,
Snus,12 Month,12th Grade,2019,2.7,,
Snus,12 Month,12th Grade,2021,2.6,,
Snus,12 Month,12th Grade,2022,2.4,,
Snus,12 Month,12th Grade,2023,1.8,,
Snus,12 Month,12th Grade,2024,1.9,,
Snus,12 Month,8th Grade,2012,2.4,,
Snus,12 Month,8th Grade,2013,2,,
Snus,12 Month,8th Grade,2014,2.2,,
Snus,12 Month,8th Grade,2015,1.9,,
Snus,12 Month,8th Grade,2016,2.2,,
Snus,12 Month,8th Grade,2017,1.1,,
Snus,12 Month,8th Grade,2018,1.3,,
Snus,12 Month,8th Grade,2019,1.5,,
Snus,12 Month,8th Grade,2020,1.6,,
Snus,12 Month,8th Grade,2021,1.2,,
Snus,12 Month,8th Grade,2022,1,,
Snus,12 Month,8th Grade,2023,0.3,,
Snus,12 Month,8th Grade,2024,1.2,,
Stay Awake Pills,30 Day,12th Grade,1982,5.5,,
Stay Awake Pills,30 Day,12th Grade,1983,5.3,,
Stay Awake Pills,30 Day,12th Grade,1984,5.8,,
Stay Awake Pills,30 Day,12th Grade,1985,7.2,,
Stay Awake Pills,30 Day,12th Grade,1986,9.6,,
Stay Awake Pills,30 Day,12th Grade,1987,9.2,,
Stay Awake Pills,30 Day,12th Grade,1988,9.8,,
Stay Awake Pills,30 Day,12th Grade,1989,8.5,,
Stay Awake Pills,30 Day,12th Grade,1990,7.3,,
Stay Awake Pills,30 Day,12th Grade,1991,6.8,,
Stay Awake Pills,30 Day,12th Grade,1992,7.2,,
Stay Awake Pills,30 Day,12th Grade,1993,7,,
Stay Awake Pills,30 Day,12th Grade,1994,6.3,,
Stay Awake Pills,30 Day,12th Grade,1995,7.3,,
Stay Awake Pills,30 Day,12th Grade,1996,7.5,,
Stay Awake Pills,30 Day,12th Grade,1997,7.8,,
Stay Awake Pills,30 Day,12th Grade,1998,7.4,,
Stay Awake Pills,30 Day,12th Grade,1999,6.8,,
Stay Awake Pills,30 Day,12th Grade,2000,7.3,,
Stay Awake Pills,30 Day,12th Grade,2001,7.2,,
Stay Awake Pills,30 Day,12th Grade,2002,5.8,,
Stay Awake Pills,30 Day,12th Grade,2003,5,,
Stay Awake Pills,30 Day,12th Grade,2004,4.5,,
Stay Awake Pills,30 Day,12th Grade,2005,4.2,,
Stay Awake Pills,30 Day,12th Grade,2006,4.2,,
Stay Awake Pills,30 Day,12th Grade,2007,3.3,,
Stay Awake Pills,30 Day,12th Grade,2008,2.6,,
Stay Awake Pills,30 Day,12th Grade,2009,2.3,,
Stay Awake Pills,30 Day,12th Grade,2010,1.6,,
Stay Awake Pills,30 Day,12th Grade,2011,2.2,,
Stay Awake Pills,30 Day,12th Grade,2012,1.9,,
Stay Awake Pills,30 Day,12th Grade,2013,1.5,,
Stay Awake Pills,30 Day,12th Grade,2014,1.7,,
Stay Awake Pills,30 Day,12th Grade,2015,1.2,,
Stay Awake Pills,30 Day,12th Grade,2016,1.7,,
Stay Awake Pills,30 Day,12th Grade,2017,1.6,,
Stay Awake Pills,30 Day,12th Grade,2018,1.2,,
Stay Awake Pills,30 Day,12th Grade,2019,1.1,,
Stay Awake Pills,30 Day,12th Grade,2021,0.5,,
Stay Awake Pills,30 Day,12th Grade,2022,0.8,,
Stay Awake Pills,30 Day,12th Grade,2023,0.4,,
Stay Awake Pills,30 Day,12th Grade,2024,1.2,,
Stay Awake Pills,12 Month,12th Grade,1982,11.8,,
Stay Awake Pills,12 Month,12th Grade,1983,12.3,,
Stay Awake Pills,12 Month,12th Grade,1984,13.9,,
Stay Awake Pills,12 Month,12th Grade,1985,18.2,,
Stay Awake Pills,12 Month,12th Grade,1986,22.2,,
Stay Awake Pills,12 Month,12th Grade,1987,25.2,,
Stay Awake Pills,12 Month,12th Grade,1988,26.4,,
Stay Awake Pills,12 Month,12th Grade,1989,23,,
Stay Awake Pills,12 Month,12th Grade,1990,23.4,,
Stay Awake Pills,12 Month,12th Grade,1991,22.2,,
Stay Awake Pills,12 Month,12th Grade,1992,20.4,,
Stay Awake Pills,12 Month,12th Grade,1993,19.1,,
Stay Awake Pills,12 Month,12th Grade,1994,20.7,,
Stay Awake Pills,12 Month,12th Grade,1995,20.3,,
Stay Awake Pills,12 Month,12th Grade,1996,19,,
Stay Awake Pills,12 Month,12th Grade,1997,19.7,,
Stay Awake Pills,12 Month,12th Grade,1998,19,,
Stay Awake Pills,12 Month,12th Grade,1999,15.7,,
Stay Awake Pills,12 Month,12th Grade,2000,15,,
Stay Awake Pills,12 Month,12th Grade,2001,17.3,,
Stay Awake Pills,12 Month,12th Grade,2002,14.9,,
Stay Awake Pills,12 Month,12th Grade,2003,12.5,,
Stay Awake Pills,12 Month,12th Grade,2004,11.8,,
Stay Awake Pills,12 Month,12th Grade,2005,10.4,,
Stay Awake Pills,12 Month,12th Grade,2006,10,,
Stay Awake Pills,12 Month,12th Grade,2007,7.6,,
Stay Awake Pills,12 Month,12th Grade,2008,6.3,,
Stay Awake Pills,12 Month,12th Grade,2009,4.8,,
Stay Awake Pills,12 Month,12th Grade,2010,3.2,,
Stay Awake Pills,12 Month,12th Grade,2011,3.9,,
Stay Awake Pills,12 Month,12th Grade,2012,3.8,,
Stay Awake Pills,12 Month,12th Grade,2013,3.2,,
Stay Awake Pills,12 Month,12th Grade,2014,3.5,,
Stay Awake Pills,12 Month,12th Grade,2015,2.7,,
Stay Awake Pills,12 Month,12th Grade,2016,2.5,,
Stay Awake Pills,12 Month,12th Grade,2017,2.5,,
Stay Awake Pills,12 Month,12th Grade,2018,2.4,,
Stay Awake Pills,12 Month,12th Grade,2019,1.8,,
Stay Awake Pills,12 Month,12th Grade,2021,1.5,,
Stay Awake Pills,12 Month,12th Grade,2022,1.6,,
Stay Awake Pills,12 Month,12th Grade,2023,0.8,,
Stay Awake Pills,12 Month,12th Grade,2024,1.8,,
Stay Awake Pills,Lifetime,12th Grade,1982,19.1,,
Stay Awake Pills,Lifetime,12th Grade,1983,20.4,,
Stay Awake Pills,Lifetime,12th Grade,1984,22.7,,
Stay Awake Pills,Lifetime,12th Grade,1985,26.3,,
Stay Awake Pills,Lifetime,12th Grade,1986,31.5,,
Stay Awake Pills,Lifetime,12th Grade,1987,37.4,,
Stay Awake Pills,Lifetime,12th Grade,1988,37.4,,
Stay Awake Pills,Lifetime,12th Grade,1989,36.3,,
Stay Awake Pills,Lifetime,12th Grade,1990,37,,
Stay Awake Pills,Lifetime,12th Grade,1991,37,,
Stay Awake Pills,Lifetime,12th Grade,1992,35.6,,
Stay Awake Pills,Lifetime,12th Grade,1993,30.5,,
Stay Awake Pills,Lifetime,12th Grade,1994,31.3,,
Stay Awake Pills,Lifetime,12th Grade,1995,31.2,,
Stay Awake Pills,Lifetime,12th Grade,1996,30.5,,
Stay Awake Pills,Lifetime,12th Grade,1997,31,,
Stay Awake Pills,Lifetime,12th Grade,1998,29.6,,
Stay Awake Pills,Lifetime,12th Grade,1999,25.5,,
Stay Awake Pills,Lifetime,12th Grade,2000,23,,
Stay Awake Pills,Lifetime,12th Grade,2001,25.6,,
Stay Awake Pills,Lifetime,12th Grade,2002,22.5,,
Stay Awake Pills,Lifetime,12th Grade,2003,19.8,,
Stay Awake Pills,Lifetime,12th Grade,2004,18.4,,
Stay Awake Pills,Lifetime,12th Grade,2005,15.8,,
Stay Awake Pills,Lifetime,12th Grade,2006,14.8,,
Stay Awake Pills,Lifetime,12th Grade,2007,12.3,,
Stay Awake Pills,Lifetime,12th Grade,2008,9.6,,
Stay Awake Pills,Lifetime,12th Grade,2009,7.6,,
Stay Awake Pills,Lifetime,12th Grade,2010,6.4,,
Stay Awake Pills,Lifetime,12th Grade,2011,6.3,,
Stay Awake Pills,Lifetime,12th Grade,2012,5.9,,
Stay Awake Pills,Lifetime,12th Grade,2013,5.2,,
Stay Awake Pills,Lifetime,12th Grade,2014,4.5,,
Stay Awake Pills,Lifetime,12th Grade,2015,3.8,,
Stay Awake Pills,Lifetime,12th Grade,2016,3.6,,
Stay Awake Pills,Lifetime,12th Grade,2017,3.8,,
Stay Awake Pills,Lifetime,12th Grade,2018,3.6,,
Stay Awake Pills,Lifetime,12th Grade,2019,3.4,,
Stay Awake Pills,Lifetime,12th Grade,2021,3.4,,
Stay Awake Pills,Lifetime,12th Grade,2022,2.6,,
Stay Awake Pills,Lifetime,12th Grade,2023,2,,
Stay Awake Pills,Lifetime,12th Grade,2024,2.7,,
Steroids,30 Day,10th Grade,1991,0.6,,
Steroids,30 Day,10th Grade,1992,0.6,,
Steroids,30 Day,10th Grade,1993,0.5,,
Steroids,30 Day,10th Grade,1994,0.6,,
Steroids,30 Day,10th Grade,1995,0.6,,
Steroids,30 Day,10th Grade,1996,0.5,,
Steroids,30 Day,10th Grade,1997,0.7,,
Steroids,30 Day,10th Grade,1998,0.6,,
Steroids,30 Day,10th Grade,1999,0.9,,
Steroids,30 Day,10th Grade,2000,1,,
Steroids,30 Day,10th Grade,2001,0.9,,
Steroids,30 Day,10th Grade,2002,1,,
Steroids,30 Day,10th Grade,2003,0.8,,
Steroids,30 Day,10th Grade,2004,0.8,,
Steroids,30 Day,10th Grade,2005,0.6,,
Steroids,30 Day,10th Grade,2006,0.6,,
Steroids,30 Day,10th Grade,2007,0.5,,
Steroids,30 Day,10th Grade,2008,0.5,,
Steroids,30 Day,10th Grade,2009,0.5,,
Steroids,30 Day,10th Grade,2010,0.5,,
Steroids,30 Day,10th Grade,2011,0.5,,
Steroids,30 Day,10th Grade,2012,0.4,,
Steroids,30 Day,10th Grade,2013,0.4,,
Steroids,30 Day,10th Grade,2014,0.4,,
Steroids,30 Day,10th Grade,2015,0.4,,
Steroids,30 Day,10th Grade,2016,0.3,,
Steroids,30 Day,10th Grade,2017,0.3,,
Steroids,30 Day,10th Grade,2018,0.4,,
Steroids,30 Day,10th Grade,2019,0.4,,
Steroids,30 Day,10th Grade,2020,0.5,,
Steroids,30 Day,10th Grade,2021,0.1,,
Steroids,30 Day,10th Grade,2022,0.3,,
Steroids,30 Day,10th Grade,2023,0.4,,
Steroids,30 Day,10th Grade,2024,0.5,,
Steroids,30 Day,12th Grade,1989,0.8,,
Steroids,30 Day,12th Grade,1990,1,,
Steroids,30 Day,12th Grade,1991,0.8,,
Steroids,30 Day,12th Grade,1992,0.6,,
Steroids,30 Day,12th Grade,1993,0.7,,
Steroids,30 Day,12th Grade,1994,0.9,,
Steroids,30 Day,12th Grade,1995,0.7,,
Steroids,30 Day,12th Grade,1996,0.7,,
Steroids,30 Day,12th Grade,1997,1,,
Steroids,30 Day,12th Grade,1998,1.1,,
Steroids,30 Day,12th Grade,1999,0.9,,
Steroids,30 Day,12th Grade,2000,0.8,,
Steroids,30 Day,12th Grade,2001,1.3,,
Steroids,30 Day,12th Grade,2002,1.4,,
Steroids,30 Day,12th Grade,2003,1.3,,
Steroids,30 Day,12th Grade,2004,1.6,,
Steroids,30 Day,12th Grade,2005,0.9,,
Steroids,30 Day,12th Grade,2006,1.1,,
Steroids,30 Day,12th Grade,2007,1,,
Steroids,30 Day,12th Grade,2008,1,,
Steroids,30 Day,12th Grade,2009,1,,
Steroids,30 Day,12th Grade,2010,1.1,,
Steroids,30 Day,12th Grade,2011,0.7,,
Steroids,30 Day,12th Grade,2012,0.9,,
Steroids,30 Day,12th Grade,2013,1,,
Steroids,30 Day,12th Grade,2014,0.9,,
Steroids,30 Day,12th Grade,2015,1,,
Steroids,30 Day,12th Grade,2016,0.7,,
Steroids,30 Day,12th Grade,2017,0.8,,
Steroids,30 Day,12th Grade,2018,0.8,,
Steroids,30 Day,12th Grade,2019,0.7,,
Steroids,30 Day,12th Grade,2020,1.2,,
Steroids,30 Day,12th Grade,2021,0.5,,
Steroids,30 Day,12th Grade,2022,1.3,,
Steroids,30 Day,12th Grade,2023,0.5,,
Steroids,30 Day,12th Grade,2024,0.9,,
Steroids,30 Day,8th Grade,1991,0.4,,
Steroids,30 Day,8th Grade,1992,0.5,,
Steroids,30 Day,8th Grade,1993,0.5,,
Steroids,30 Day,8th Grade,1994,0.5,,
Steroids,30 Day,8th Grade,1995,0.6,,
Steroids,30 Day,8th Grade,1996,0.4,,
Steroids,30 Day,8th Grade,1997,0.5,,
Steroids,30 Day,8th Grade,1998,0.5,,
Steroids,30 Day,8th Grade,1999,0.7,,
Steroids,30 Day,8th Grade,2000,0.8,,
Steroids,30 Day,8th Grade,2001,0.7,,
Steroids,30 Day,8th Grade,2002,0.8,,
Steroids,30 Day,8th Grade,2003,0.7,,
Steroids,30 Day,8th Grade,2004,0.5,,
Steroids,30 Day,8th Grade,2005,0.5,,
Steroids,30 Day,8th Grade,2006,0.5,,
Steroids,30 Day,8th Grade,2007,0.4,,
Steroids,30 Day,8th Grade,2008,0.5,,
Steroids,30 Day,8th Grade,2009,0.4,,
Steroids,30 Day,8th Grade,2010,0.3,,
Steroids,30 Day,8th Grade,2011,0.4,,
Steroids,30 Day,8th Grade,2012,0.3,,
Steroids,30 Day,8th Grade,2013,0.3,,
Steroids,30 Day,8th Grade,2014,0.2,,
Steroids,30 Day,8th Grade,2015,0.3,,
Steroids,30 Day,8th Grade,2016,0.3,,
Steroids,30 Day,8th Grade,2017,0.3,,
Steroids,30 Day,8th Grade,2018,0.3,,
Steroids,30 Day,8th Grade,2019,0.3,,
Steroids,30 Day,8th Grade,2020,0.3,,
Steroids,30 Day,8th Grade,2021,0.2,,
Steroids,30 Day,8th Grade,2022,0.5,,
Steroids,30 Day,8th Grade,2023,0.3,,
Steroids,30 Day,8th Grade,2024,0.4,,
Steroids,12 Month,10th Grade,1991,1.1,,
Steroids,12 Month,10th Grade,1992,1.1,,
Steroids,12 Month,10th Grade,1993,1,,
Steroids,12 Month,10th Grade,1994,1.1,,
Steroids,12 Month,10th Grade,1995,1.2,,
Steroids,12 Month,10th Grade,1996,1.2,,
Steroids,12 Month,10th Grade,1997,1.2,,
Steroids,12 Month,10th Grade,1998,1.2,,
Steroids,12 Month,10th Grade,1999,1.7,,
Steroids,12 Month,10th Grade,2000,2.2,,
Steroids,12 Month,10th Grade,2001,2.1,,
Steroids,12 Month,10th Grade,2002,2.2,,
Steroids,12 Month,10th Grade,2003,1.7,,
Steroids,12 Month,10th Grade,2004,1.5,,
Steroids,12 Month,10th Grade,2005,1.3,,
Steroids,12 Month,10th Grade,2006,1.2,,
Steroids,12 Month,10th Grade,2007,1.1,,
Steroids,12 Month,10th Grade,2008,0.9,,
Steroids,12 Month,10th Grade,2009,0.8,,
Steroids,12 Month,10th Grade,2010,1,,
Steroids,12 Month,10th Grade,2011,0.9,,
Steroids,12 Month,10th Grade,2012,0.8,,
Steroids,12 Month,10th Grade,2013,0.8,,
Steroids,12 Month,10th Grade,2014,0.8,,
Steroids,12 Month,10th Grade,2015,0.7,,
Steroids,12 Month,10th Grade,2016,0.7,,
Steroids,12 Month,10th Grade,2017,0.7,,
Steroids,12 Month,10th Grade,2018,0.6,,
Steroids,12 Month,10th Grade,2019,0.8,,
Steroids,12 Month,10th Grade,2020,0.9,,
Steroids,12 Month,10th Grade,2021,0.3,,
Steroids,12 Month,10th Grade,2022,0.5,,
Steroids,12 Month,10th Grade,2023,0.5,,
Steroids,12 Month,10th Grade,2024,0.7,,
Steroids,12 Month,12th Grade,1989,1.9,,
Steroids,12 Month,12th Grade,1990,1.7,,
Steroids,12 Month,12th Grade,1991,1.4,,
Steroids,12 Month,12th Grade,1992,1.1,,
Steroids,12 Month,12th Grade,1993,1.2,,
Steroids,12 Month,12th Grade,1994,1.3,,
Steroids,12 Month,12th Grade,1995,1.5,,
Steroids,12 Month,12th Grade,1996,1.4,,
Steroids,12 Month,12th Grade,1997,1.4,,
Steroids,12 Month,12th Grade,1998,1.7,,
Steroids,12 Month,12th Grade,1999,1.8,,
Steroids,12 Month,12th Grade,2000,1.7,,
Steroids,12 Month,12th Grade,2001,2.4,,
Steroids,12 Month,12th Grade,2002,2.5,,
Steroids,12 Month,12th Grade,2003,2.1,,
Steroids,12 Month,12th Grade,2004,2.5,,
Steroids,12 Month,12th Grade,2005,1.5,,
Steroids,12 Month,12th Grade,2006,1.8,,
Steroids,12 Month,12th Grade,2007,1.4,,
Steroids,12 Month,12th Grade,2008,1.5,,
Steroids,12 Month,12th Grade,2009,1.5,,
Steroids,12 Month,12th Grade,2010,1.5,,
Steroids,12 Month,12th Grade,2011,1.2,,
Steroids,12 Month,12th Grade,2012,1.3,,
Steroids,12 Month,12th Grade,2013,1.5,,
Steroids,12 Month,12th Grade,2014,1.5,,
Steroids,12 Month,12th Grade,2015,1.7,,
Steroids,12 Month,12th Grade,2016,1,,
Steroids,12 Month,12th Grade,2017,1.1,,
Steroids,12 Month,12th Grade,2018,1.1,,
Steroids,12 Month,12th Grade,2019,1,,
Steroids,12 Month,12th Grade,2020,1.2,,
Steroids,12 Month,12th Grade,2021,0.5,,
Steroids,12 Month,12th Grade,2022,1.3,,
Steroids,12 Month,12th Grade,2023,0.7,,
Steroids,12 Month,12th Grade,2024,1,,
Steroids,12 Month,8th Grade,1991,1,,
Steroids,12 Month,8th Grade,1992,1.1,,
Steroids,12 Month,8th Grade,1993,0.9,,
Steroids,12 Month,8th Grade,1994,1.2,,
Steroids,12 Month,8th Grade,1995,1,,
Steroids,12 Month,8th Grade,1996,0.9,,
Steroids,12 Month,8th Grade,1997,1,,
Steroids,12 Month,8th Grade,1998,1.2,,
Steroids,12 Month,8th Grade,1999,1.7,,
Steroids,12 Month,8th Grade,2000,1.7,,
Steroids,12 Month,8th Grade,2001,1.6,,
Steroids,12 Month,8th Grade,2002,1.5,,
Steroids,12 Month,8th Grade,2003,1.4,,
Steroids,12 Month,8th Grade,2004,1.1,,
Steroids,12 Month,8th Grade,2005,1.1,,
Steroids,12 Month,8th Grade,2006,0.9,,
Steroids,12 Month,8th Grade,2007,0.8,,
Steroids,12 Month,8th Grade,2008,0.9,,
Steroids,12 Month,8th Grade,2009,0.8,,
Steroids,12 Month,8th Grade,2010,0.5,,
Steroids,12 Month,8th Grade,2011,0.7,,
Steroids,12 Month,8th Grade,2012,0.6,,
Steroids,12 Month,8th Grade,2013,0.6,,
Steroids,12 Month,8th Grade,2014,0.6,,
Steroids,12 Month,8th Grade,2015,0.5,,
Steroids,12 Month,8th Grade,2016,0.5,,
Steroids,12 Month,8th Grade,2017,0.6,,
Steroids,12 Month,8th Grade,2018,0.6,,
Steroids,12 Month,8th Grade,2019,0.8,,
Steroids,12 Month,8th Grade,2020,1.1,,
Steroids,12 Month,8th Grade,2021,0.5,,
Steroids,12 Month,8th Grade,2022,0.8,,
Steroids,12 Month,8th Grade,2023,0.6,,
Steroids,12 Month,8th Grade,2024,0.6,,
Steroids,Lifetime,10th Grade,1991,1.8,,
Steroids,Lifetime,10th Grade,1992,1.7,,
Steroids,Lifetime,10th Grade,1993,1.7,,
Steroids,Lifetime,10th Grade,1994,1.8,,
Steroids,Lifetime,10th Grade,1995,2,,
Steroids,Lifetime,10th Grade,1996,1.8,,
Steroids,Lifetime,10th Grade,1997,2,,
Steroids,Lifetime,10th Grade,1998,2,,
Steroids,Lifetime,10th Grade,1999,2.7,,
Steroids,Lifetime,10th Grade,2000,3.5,,
Steroids,Lifetime,10th Grade,2001,3.5,,
Steroids,Lifetime,10th Grade,2002,3.5,,
Steroids,Lifetime,10th Grade,2003,3,,
Steroids,Lifetime,10th Grade,2004,2.4,,
Steroids,Lifetime,10th Grade,2005,2,,
Steroids,Lifetime,10th Grade,2006,1.8,,
Steroids,Lifetime,10th Grade,2007,1.8,,
Steroids,Lifetime,10th Grade,2008,1.4,,
Steroids,Lifetime,10th Grade,2009,1.3,,
Steroids,Lifetime,10th Grade,2010,1.6,,
Steroids,Lifetime,10th Grade,2011,1.4,,
Steroids,Lifetime,10th Grade,2012,1.3,,
Steroids,Lifetime,10th Grade,2013,1.3,,
Steroids,Lifetime,10th Grade,2014,1.4,,
Steroids,Lifetime,10th Grade,2015,1.2,,
Steroids,Lifetime,10th Grade,2016,1.3,,
Steroids,Lifetime,10th Grade,2017,1.1,,
Steroids,Lifetime,10th Grade,2018,1.2,,
Steroids,Lifetime,10th Grade,2019,1.6,,
Steroids,Lifetime,10th Grade,2020,1.7,,
Steroids,Lifetime,10th Grade,2021,0.7,,
Steroids,Lifetime,10th Grade,2022,0.9,,
Steroids,Lifetime,10th Grade,2023,1.2,,
Steroids,Lifetime,10th Grade,2024,1.2,,
Steroids,Lifetime,12th Grade,1989,3,,
Steroids,Lifetime,12th Grade,1990,2.9,,
Steroids,Lifetime,12th Grade,1991,2.1,,
Steroids,Lifetime,12th Grade,1992,2.1,,
Steroids,Lifetime,12th Grade,1993,2,,
Steroids,Lifetime,12th Grade,1994,2.4,,
Steroids,Lifetime,12th Grade,1995,2.3,,
Steroids,Lifetime,12th Grade,1996,1.9,,
Steroids,Lifetime,12th Grade,1997,2.4,,
Steroids,Lifetime,12th Grade,1998,2.7,,
Steroids,Lifetime,12th Grade,1999,2.9,,
Steroids,Lifetime,12th Grade,2000,2.5,,
Steroids,Lifetime,12th Grade,2001,3.7,,
Steroids,Lifetime,12th Grade,2002,4,,
Steroids,Lifetime,12th Grade,2003,3.5,,
Steroids,Lifetime,12th Grade,2004,3.4,,
Steroids,Lifetime,12th Grade,2005,2.6,,
Steroids,Lifetime,12th Grade,2006,2.7,,
Steroids,Lifetime,12th Grade,2007,2.2,,
Steroids,Lifetime,12th Grade,2008,2.2,,
Steroids,Lifetime,12th Grade,2009,2.2,,
Steroids,Lifetime,12th Grade,2010,2,,
Steroids,Lifetime,12th Grade,2011,1.8,,
Steroids,Lifetime,12th Grade,2012,1.8,,
Steroids,Lifetime,12th Grade,2013,2.1,,
Steroids,Lifetime,12th Grade,2014,1.9,,
Steroids,Lifetime,12th Grade,2015,2.3,,
Steroids,Lifetime,12th Grade,2016,1.6,,
Steroids,Lifetime,12th Grade,2017,1.6,,
Steroids,Lifetime,12th Grade,2018,1.6,,
Steroids,Lifetime,12th Grade,2019,1.6,,
Steroids,Lifetime,12th Grade,2020,2,,
Steroids,Lifetime,12th Grade,2021,0.8,,
Steroids,Lifetime,12th Grade,2022,1.5,,
Steroids,Lifetime,12th Grade,2023,0.9,,
Steroids,Lifetime,12th Grade,2024,1.2,,
Steroids,Lifetime,8th Grade,1991,1.9,,
Steroids,Lifetime,8th Grade,1992,1.7,,
Steroids,Lifetime,8th Grade,1993,1.6,,
Steroids,Lifetime,8th Grade,1994,2,,
Steroids,Lifetime,8th Grade,1995,2,,
Steroids,Lifetime,8th Grade,1996,1.8,,
Steroids,Lifetime,8th Grade,1997,1.8,,
Steroids,Lifetime,8th Grade,1998,2.3,,
Steroids,Lifetime,8th Grade,1999,2.7,,
Steroids,Lifetime,8th Grade,2000,3,,
Steroids,Lifetime,8th Grade,2001,2.8,,
Steroids,Lifetime,8th Grade,2002,2.5,,
Steroids,Lifetime,8th Grade,2003,2.5,,
Steroids,Lifetime,8th Grade,2004,1.9,,
Steroids,Lifetime,8th Grade,2005,1.7,,
Steroids,Lifetime,8th Grade,2006,1.6,,
Steroids,Lifetime,8th Grade,2007,1.5,,
Steroids,Lifetime,8th Grade,2008,1.4,,
Steroids,Lifetime,8th Grade,2009,1.3,,
Steroids,Lifetime,8th Grade,2010,1.1,,
Steroids,Lifetime,8th Grade,2011,1.2,,
Steroids,Lifetime,8th Grade,2012,1.2,,
Steroids,Lifetime,8th Grade,2013,1.1,,
Steroids,Lifetime,8th Grade,2014,1,,
Steroids,Lifetime,8th Grade,2015,1,,
Steroids,Lifetime,8th Grade,2016,0.9,,
Steroids,Lifetime,8th Grade,2017,1.1,,
Steroids,Lifetime,8th Grade,2018,1.1,,
Steroids,Lifetime,8th Grade,2019,1.5,,
Steroids,Lifetime,8th Grade,2020,2,,
Steroids,Lifetime,8th Grade,2021,1.2,,
Steroids,Lifetime,8th Grade,2022,1.6,,
Steroids,Lifetime,8th Grade,2023,1.2,,
Steroids,Lifetime,8th Grade,2024,1.4,,
Tobacco with Hookah,30 Day,10th Grade,2016,4,,
Tobacco with Hookah,30 Day,10th Grade,2017,3,,
Tobacco with Hookah,30 Day,10th Grade,2018,2.4,,
Tobacco with Hookah,30 Day,10th Grade,2019,2.4,,
Tobacco with Hookah,30 Day,10th Grade,2020,1,,
Tobacco with Hookah,30 Day,10th Grade,2021,0.7,,
Tobacco with Hookah,30 Day,10th Grade,2022,1,,
Tobacco with Hookah,30 Day,10th Grade,2023,0.5,,
Tobacco with Hookah,30 Day,10th Grade,2024,0.7,,
Tobacco with Hookah,30 Day,12th Grade,2016,6.1,,
Tobacco with Hookah,30 Day,12th Grade,2017,5,,
Tobacco with Hookah,30 Day,12th Grade,2018,4.4,,
Tobacco with Hookah,30 Day,12th Grade,2019,4,,
Tobacco with Hookah,30 Day,12th Grade,2021,1.7,,
Tobacco with Hookah,30 Day,12th Grade,2022,2.1,,
Tobacco with Hookah,30 Day,12th Grade,2023,1.3,,
Tobacco with Hookah,30 Day,12th Grade,2024,1.5,,
Tobacco with Hookah,30 Day,8th Grade,2016,2.8,,
Tobacco with Hookah,30 Day,8th Grade,2017,2.5,,
Tobacco with Hookah,30 Day,8th Grade,2018,1.6,,
Tobacco with Hookah,30 Day,8th Grade,2019,1.3,,
Tobacco with Hookah,30 Day,8th Grade,2020,0.7,,
Tobacco with Hookah,30 Day,8th Grade,2021,1.1,,
Tobacco with Hookah,30 Day,8th Grade,2022,1,,
Tobacco with Hookah,30 Day,8th Grade,2023,0.7,,
Tobacco with Hookah,30 Day,8th Grade,2024,0.3,,
Tobacco with Hookah,12 Month,12th Grade,2010,17.1,,
Tobacco with Hookah,12 Month,12th Grade,2011,18.5,,
Tobacco with Hookah,12 Month,12th Grade,2012,18.3,,
Tobacco with Hookah,12 Month,12th Grade,2013,21.4,,
Tobacco with Hookah,12 Month,12th Grade,2014,22.9,,
Tobacco with Hookah,12 Month,12th Grade,2015,19.8,,
Tobacco with Hookah,12 Month,12th Grade,2016,13,,
Tobacco with Hookah,12 Month,12th Grade,2017,10.1,,
